26
23
26
35
42
32
61
59
67
92
94
89
24
26
27
36
42
35
56
60
64
92
93
87
20
22
22
27
42
31
55
57
64
80
85
81
21
20
21
26
29
28
44
44
51
74
69
74
53
53
53
71
71
72
100
99
98
100
100
100
51
53
53
62
65
68
94
93
96
100
100
100
44
47
47
53
53
53
80
85
86
99
100
100
38
36
32
49
55
56
80
73
79
99
99
100
